,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,
6,7,165059309.8682356
7,8,6929562633.716206
8,9,3152956743.6247125
9,10,14151625.98396248
10,11,2762339.9592510946
11,12,1392538.65300714
12,13,725300.3166669965
13,14,400670.6898052167
14,15,266048.2918776274
15,16,145368.10556573316
16,17,80518.09093275078
17,18,50284.93850410058
18,19,34066.757871191476
19,20,25991.93130509997
20,21,23979.00100478014
21,22,25544.814154025917
22,23,26436.291205583668
23,24,25064.688626399016
24,25,22586.52451639885
25,26,17680.4645431106
26,27,13703.163454986807
27,28,11897.144084531772
28,29,11727.249837564403
29,30,13008.238942022908
30,31,15442.441087785455
31,32,17280.907760425343
32,33,18108.131787919898
33,34,18178.939838328162
34,35,16446.008671804164
35,36,13711.071419329819
36,37,11096.469718517108
37,38,9038.734002523342
38,39,6710.920629883258
39,40,5054.630236956015
40,41,4080.569062489098
41,42,3346.184343863929
42,43,2734.1533035715047
43,44,2227.21456519137
44,45,1934.3786854001903
45,46,1767.3956078581373
46,47,1580.6745797409646
47,48,1450.5616445145217
48,49,1353.6218064092543
49,50,1336.884934993268
50,51,1348.8545586101889
51,52,1319.2157188309836
52,53,1311.92020064935
53,54,1295.8701032714903
54,55,1238.1794241137252
55,56,1190.4129806762426
56,58,1172.6920168083939
57,59,1206.1435316426205
58,60,1270.0431424990338
59,61,1321.9068434441558
60,62,1389.1528202214831
61,63,1453.9501348918207
62,65,1569.0011769809944
63,66,1632.596371986903
64,67,1739.055855525411
65,68,1899.0848767297546
66,70,2263.9042522251875
67,71,2243.086670638319
68,72,2228.491335118257
69,74,2456.3967589108947
70,75,2780.048758151699
71,77,4826.285084395171
72,78,9006.24370588471
73,80,960056.4911065045
74,81,
75,83,
76,84,
77,86,
78,87,
79,89,
80,91,
81,93,
82,94,
83,96,
84,98,
85,100,
86,102,
87,104,
88,106,
89,108,
90,110,
91,112,
92,114,
93,116,
94,119,
95,121,
96,123,
97,126,
98,128,
