,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,
6,7,92397877.38099137
7,8,280136061.8783572
8,9,142087769.0918271
9,10,10106490.224945696
10,11,2729763.626994621
11,12,1347857.9887289745
12,13,624591.409591985
13,14,317218.16858096456
14,15,197583.56078809866
15,16,112084.12783733844
16,17,66248.54318076973
17,18,44482.8801945934
18,19,32422.42142855637
19,20,25633.04978318321
20,21,23549.54673934172
21,22,24324.137899442438
22,23,23455.300038650646
23,24,20251.677331136943
24,25,16259.254920544518
25,26,11314.21255289616
26,27,7883.539564732988
27,28,6258.38634006369
28,29,5633.898469057171
29,30,5599.586336752877
30,31,5844.6117424509275
31,32,5996.6654326747785
32,33,6040.254251565112
33,34,6114.825795549814
34,35,5926.111568363409
35,36,5325.126628627889
36,37,4601.680468635235
37,38,4042.9816462765716
38,39,3376.716172201859
39,40,2804.111971321074
40,41,2421.0110891503728
41,42,2102.2240412367883
42,43,1815.6509530100893
43,44,1568.072218876089
44,45,1402.823360212069
45,46,1298.5341281312174
46,47,1204.1403116164954
47,48,1120.7366540103321
48,49,1037.8624826410294
49,50,995.3442806875213
50,51,964.265110729278
51,52,904.3010042234445
52,53,843.2364479010042
53,54,786.2857247471146
54,55,748.306878322423
55,56,740.1533493932811
56,58,782.7922751948848
57,59,814.237574858982
58,60,841.5938312849438
59,61,848.8292748695739
60,62,853.8859293557078
61,63,850.6816663986682
62,65,836.1432285579024
63,66,852.793656351807
64,67,907.3175135395404
65,68,985.8342270675251
66,70,1163.0281255807572
67,71,1165.2373368848066
68,72,1128.5977755256536
69,74,1118.1282430111455
70,75,1197.0122573354015
71,77,1626.641418307661
72,78,2164.425188729471
73,80,5610.978279683081
74,81,10100.430513082261
75,83,36989.295234049605
76,84,184773.9231794429
77,86,
78,87,
79,89,
80,91,
81,93,
82,94,
83,96,
84,98,
85,100,
86,102,
87,104,
88,106,
89,108,
90,110,
91,112,
92,114,
93,116,
94,119,
95,121,
96,123,
97,126,
98,128,
