,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,
6,7,
7,8,
8,9,
9,10,56596076.72525594
10,11,7992958.781885451
11,12,3633519.9052370726
12,13,1576147.8273232179
13,14,721653.363034211
14,15,419728.723057279
15,16,236520.09120372537
16,17,140822.64287087967
17,18,94956.96173876096
18,19,66991.43778975346
19,20,48904.60366180374
20,21,40552.35333161855
21,22,36996.75657945293
22,23,31508.818883703167
23,24,24425.284403797617
24,25,18628.592126531894
25,26,13513.638737013252
26,27,10077.59484856041
27,28,8345.754431977855
28,29,7654.677659813257
29,30,7602.75033374819
30,31,7986.428591677857
31,32,8453.348969533716
32,33,8899.354289095476
33,34,9360.03582648609
34,35,9404.43550810036
35,36,8715.958218551179
36,37,7756.440943713126
37,38,7048.94731286978
38,39,6192.6445503481455
39,40,5462.431254748438
40,41,5104.741342876299
41,42,4872.09114369322
42,43,4627.876761276677
43,44,4368.641025734185
44,45,4213.930536581153
45,46,4258.094276028235
46,47,4445.71962979721
47,48,4429.17511894668
48,49,4243.981545269489
49,50,4229.561368799416
50,51,4221.138526383224
51,52,4011.3650000722555
52,53,3811.2379686854174
53,54,3676.808647839863
54,55,3670.8470080797356
55,56,3855.697619644454
56,58,4385.17702666234
57,59,4591.782297325778
58,60,4794.330778608037
59,61,4798.0797480625715
60,62,4748.982136627744
61,63,4581.32116031167
62,65,4108.954118826665
63,66,3946.243696849737
64,67,3908.4581168631157
65,68,4004.7851001607996
66,70,4899.372125351456
67,71,5210.63357745833
68,72,5513.570204736956
69,74,7297.442764096242
70,75,10011.765936744143
71,77,37358.17894485561
72,78,198008.11773906657
73,80,
74,81,
75,83,
76,84,
77,86,
78,87,
79,89,
80,91,
81,93,
82,94,
83,96,
84,98,
85,100,
86,102,
87,104,
88,106,
89,108,1634989.4036039186
90,110,32300.031093057714
91,112,52713.2303262735
92,114,4095528.0882682544
93,116,
94,119,
95,121,
96,123,
97,126,
98,128,
