,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,2558620641.5634055
6,7,31131452.541442256
7,8,57889428.50777492
8,9,67186223.92763415
9,10,9025817.505098077
10,11,2393351.900879725
11,12,1273035.769711718
12,13,667004.4134118622
13,14,365059.45800883695
14,15,240232.4349426435
15,16,130420.46915265033
16,17,72161.3321514822
17,18,45058.62732319104
18,19,30691.294994566037
19,20,23877.894565810933
20,21,22762.834986191538
21,22,25264.687567548313
22,23,26922.2065910149
23,24,25607.126260837227
24,25,22794.28894977563
25,26,17458.90020940121
26,27,13157.72968896112
27,28,10967.56374014705
28,29,10260.626815700869
29,30,10642.457437009127
30,31,11679.765514838107
31,32,12263.542723192792
32,33,12115.793862386376
33,34,11302.39427046769
34,35,9473.793964241982
35,36,7374.028271760202
36,37,5771.762471041069
37,38,4632.879249884887
38,39,3517.715665905413
39,40,2739.209195108648
40,41,2276.9603566813703
41,42,1917.9295773023107
42,43,1613.3476639366152
43,44,1359.8330113191632
44,45,1220.6771824927755
45,46,1166.1328514316313
46,47,1117.0060770111454
47,48,1072.455100635247
48,49,1010.111459220049
49,50,977.050318816586
50,51,947.6647528773777
51,52,898.830841323603
52,53,873.6384135742364
53,54,854.721798051683
54,55,825.9304415845704
55,56,811.920919882793
56,58,813.0002513989856
57,59,827.3176614306375
58,60,853.581364500132
59,61,867.0625459774785
60,62,882.7367872821073
61,63,897.5521000420147
62,65,920.8334601808282
63,66,916.8399534519814
64,67,913.5275070297637
65,68,918.9642457559867
66,70,953.9107865502592
67,71,932.2179268414728
68,72,920.7066669896038
69,74,992.978151451541
70,75,1085.0314352484486
71,77,1529.793866849862
72,78,2143.671844146671
73,80,6758.3242312092525
74,81,16571.858144516966
75,83,
76,84,
77,86,
78,87,
79,89,
80,91,
81,93,
82,94,
83,96,
84,98,
85,100,
86,102,
87,104,
88,106,
89,108,
90,110,
91,112,
92,114,
93,116,
94,119,
95,121,
96,123,
97,126,
98,128,
