,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,7760905509.181081
6,7,42131381.07314197
7,8,476653509.510505
8,9,
9,10,30242652.75504639
10,11,6362423.9607945895
11,12,5215393.273575034
12,13,3791827.38922962
13,14,2143923.358789862
14,15,1586725.8969347388
15,16,580125.9933859536
16,17,233421.01771662702
17,18,113985.69133433663
18,19,62701.92698542182
19,20,40330.142702131634
20,21,34142.3157672777
21,22,35668.105516140815
22,23,35574.08872468862
23,24,31181.92749901026
24,25,26084.01483749738
25,26,18633.66595974744
26,27,13382.07455316945
27,28,11114.976928644413
28,29,10972.125610596288
29,30,12770.077072893246
30,31,16703.480895163226
31,32,20834.912654629345
32,33,22817.805696634834
33,34,22466.707143279906
34,35,18640.644975847954
35,36,14148.338402901742
36,37,10716.676206081536
37,38,8432.334697712895
38,39,6108.375529266631
39,40,4517.162125243686
40,41,3601.8828700334125
41,42,2880.792997842622
42,43,2268.1515691126006
43,44,1781.8458423834893
44,45,1510.0615635567383
45,46,1375.540338114235
46,47,1249.8527753137703
47,48,1170.2346824796457
48,49,1104.4641970191049
49,50,1068.816675303158
50,51,1010.8118326422937
51,52,906.5393159443453
52,53,813.4445735500325
53,54,721.9595596536739
54,55,634.0274665163813
55,56,572.188413388221
56,58,516.4587859426746
57,59,509.63673507677544
58,60,517.0267787579903
59,61,518.2882510726766
60,62,514.7170209393641
61,63,511.4700819342696
62,65,502.7868444668383
63,66,496.377469656788
64,67,495.8331071932996
65,68,492.33859790842723
66,70,505.3071481641362
67,71,492.6168646759224
68,72,479.38345352920993
69,74,475.919324947536
70,75,488.02691504132633
71,77,567.8349781313401
72,78,682.5228344867743
73,80,1167.0365439093594
74,81,1625.9603912977661
75,83,3466.0297714878184
76,84,6251.907580983437
77,86,86108.49615806263
78,87,
79,89,
80,91,
81,93,
82,94,
83,96,
84,98,
85,100,
86,102,
87,104,
88,106,
89,108,
90,110,125311.35722406238
91,112,26449.08825113622
92,114,50447.08684224631
93,116,54991.43427964013
94,119,71730.97985478846
95,121,5111.59252921352
96,123,2073.245811827454
97,126,1659.6856447355276
98,128,1036.2280009441988
