,q,t(q),d(q),n_points,a(q),f(a)
0,-8.0,-19.603462750983745,2.178162527887083,60,2.180492393887527,2.159523599883528
1,-7.874015748031496,-19.328759980274995,2.178130006650332,60,2.180414223749793,2.160144045237253
2,-7.748031496062993,-19.054067007642487,2.1780976687404103,60,2.18033684942714,2.160748426254255
3,-7.622047244094488,-18.779383733310027,2.1780655106213453,60,2.1802602593949545,2.161337031779979
4,-7.496062992125984,-18.50471005978395,2.17803352881609,60,2.1801844338744276,2.1619102090087132
5,-7.3700787401574805,-18.230045891816676,2.1780017199066015,60,2.180109355667723,2.162468278391568
6,-7.244094488188976,-17.955391136369425,2.1779700805338273,60,2.180035007263086,2.1630115561958903
7,-7.118110236220472,-17.680745702574153,2.1779386073975924,60,2.1799613716175,2.1635403486984064
8,-6.9921259842519685,-17.406109501694928,2.1779072972564095,60,2.1798884319532057,2.164054953864639
9,-6.866141732283465,-17.131482447088736,2.1778761469271966,60,2.1798161718161877,2.1645556610752266
10,-6.740157480314961,-16.856864454166026,2.177845153284929,60,2.179744575064144,2.1650427513714785
11,-6.6141732283464565,-16.5822554403509,2.177814313262217,60,2.1796736258719487,2.1655164975758048
12,-6.488188976377953,-16.30765532504128,2.1777836238488355,60,2.1796033087310227,2.1659771644557484
13,-6.362204724409449,-16.033064029568912,2.1777530820911783,60,2.1795336084500594,2.16642500887877
14,-6.2362204724409445,-15.75848147715948,2.17772268509168,60,2.1794645101541303,2.1668602799778167
15,-6.110236220472441,-15.483907592892791,2.177692430008178,60,2.1793959992835115,2.16728321931795
16,-5.984251968503937,-15.209342303663206,2.1776623140532436,60,2.1793280615918698,2.1676940610661894
17,-5.858267716535433,-14.934785538140256,2.17763233449347,60,2.1792606831438714,2.1680930321635596
18,-5.73228346456693,-14.660237226729652,2.177602488648732,60,2.1791938503127732,2.168480352495802
19,-5.606299212598425,-14.385697301534607,2.177572773891413,60,2.1791275497769225,2.168856235068711
20,-5.480314960629921,-14.111165696317629,2.1775431876456124,60,2.1790617685160023,2.1692208861826874
21,-5.354330708661418,-13.836642346462735,2.1775137273863288,60,2.178996493807988,2.1695745056010676
22,-5.228346456692913,-13.562127188938211,2.1774843906386256,60,2.1789317132242862,2.1699172867261964
23,-5.102362204724409,-13.287620162259886,2.177455174976781,60,2.178867414625303,2.1702494167701527
24,-4.9763779527559056,-13.013121206454983,2.177426078023429,60,2.178803586156419,2.1705710769206785
25,-4.850393700787402,-12.738630263026563,2.1773970974486856,60,2.1787402162425398,2.170882442511566
26,-4.724409448818898,-12.464147274918604,2.1773682309692743,60,2.1786772935834238,2.171183683185893
27,-4.5984251968503935,-12.189672186481687,2.177339476347643,60,2.1786148071485925,2.1714749630582393
28,-4.47244094488189,-11.915204943439363,2.177310831391078,60,2.1785527461717127,2.1717564408761127
29,-4.346456692913386,-11.640745492855173,2.17728229395082,60,2.1784911001458998,2.172028270173781
30,-4.2204724409448815,-11.366293783100334,2.17725386192118,60,2.1784298588177853,2.172290599428422
31,-4.094488188976378,-11.091849763822133,2.1772255332386568,60,2.1783690121822774,2.1725435722096584
32,-3.968503937007874,-10.817413385912975,2.1771973058810583,60,2.178308550477115,2.1727873273266294
33,-3.8425196850393704,-10.542984601480166,2.1771691778666358,60,2.178248464177349,2.173021998971926
34,-3.7165354330708666,-10.268563363816323,2.1771411472532103,60,2.1781887439899466,2.1732477168615603
35,-3.590551181102362,-9.994149627370552,2.1771132121373244,60,2.178129380848021,2.173464606372934
36,-3.4645669291338583,-9.719743347720255,2.1770853706533906,60,2.1780703659056586,2.1736727886770284
37,-3.3385826771653546,-9.445344481543637,2.1770576209728527,60,2.17801169053269,2.1738723808675697
38,-3.21259842519685,-9.170952986592896,2.1770299613033606,60,2.1779533463087732,2.174063496089121
39,-3.0866141732283463,-8.896568821668101,2.1770023898879556,60,2.177895325018488,2.1742462436582803
40,-2.9606299212598426,-8.622191946591688,2.176974905004263,60,2.177837618646099,2.1744207291827644
41,-2.834645669291339,-8.34782232218367,2.176947504963709,60,2.1777802193701348,2.174587054677776
42,-2.708661417322835,-8.073459910237446,2.1769201881107336,60,2.1777231195586886,2.1747453186769024
43,-2.5826771653543306,-7.799104673496263,2.1768929528220338,60,2.1776663117639568,2.1748956163421074
44,-2.456692913385827,-7.524756575630331,2.176865797505813,60,2.177609788717487,2.1750380395684736
45,-2.330708661417323,-7.250415581214496,2.1768387206010424,60,2.1775535433256605,2.1751726770853974
46,-2.2047244094488185,-6.976081655706564,2.1768117205767417,60,2.1774975686645055,2.175299614556474
47,-2.078740157480315,-6.701754765426196,2.176784795931271,60,2.1774418579752295,2.1754189346745383
48,-1.952755905511811,-6.427434877534377,2.176757945191642,60,2.177386404659815,2.1755307172537934
49,-1.8267716535433074,-6.153121960013461,2.1767311669128397,60,2.1773312022763207,2.1756350393197095
50,-1.7007874015748037,-5.878815981647763,2.17670445967716,60,2.1772762445348692,2.1757319751947564
51,-1.574803149606299,-5.604516912004683,2.176677822093562,60,2.1772215252931897,2.175821596582337
52,-1.4488188976377954,-5.330224721416372,2.1766512527970394,60,2.1771670385524162,2.175903972647517
53,-1.3228346456692917,-5.055939380961896,2.1766247504480023,60,2.177112778453484,2.1759791700942945
54,-1.196850393700787,-4.781660862449896,2.1765983137316733,60,2.1770587392728067,2.176047253241498
55,-1.0708661417322833,-4.507389138401758,2.176571941357503,60,2.177004915418596,2.1761082840952306
56,-0.9448818897637796,-4.233124182035222,2.1765456320585956,60,2.1769513014272777,2.176162322418896
57,-0.8188976377952759,-3.9588659672484776,2.176519384591154,60,2.1768978919598103,2.176209425801073
58,-0.6929133858267722,-3.6846144686046842,2.176493197733929,60,2.1768446817981655,2.1762496497209147
59,-0.5669291338582676,-3.41036966131695,2.176467070287702,60,2.176791665842,2.1762830476112494
60,-0.4409448818897639,-3.1361315212337035,2.176441001074756,60,2.1767388391053273,2.1763096709195433
61,-0.31496062992126017,-2.861900024824491,2.176414988938385,60,2.1766861967133835,2.1763295691667315
62,-0.18897637795275557,-2.587675149166159,2.1763890327423994,60,2.1766337338995005,2.1763427900040493
63,-0.06299212598425186,-2.3134568719294366,2.1763631313706555,60,2.176581446002083,2.1763493792678883
64,0.06299212598425186,-2.0392451713658613,2.1763372837265913,60,2.176529328461786,2.176349381032745
65,0.18897637795275557,-1.765040026295091,2.176311488732781,60,2.1764773768186574,2.1763428376623954
66,0.3149606299212593,-1.4908414160925456,2.176285745330496,60,2.176425586709442,2.176329789859298
67,0.440944881889763,-1.2166493206773965,2.1762600524792837,60,2.176373953864945,2.1763102767123312
68,0.5669291338582667,-0.9424637205008729,2.176234409156556,60,2.17632247410751,2.1762843357429236
69,0.6929133858267722,-0.6682845965348839,2.17620881435719,60,2.176271143348536,2.1762520029496186
70,0.8188976377952759,-0.3941119302609618,2.176183267093141,60,2.176219957586155,2.1762133128512
71,0.9448818897637796,-0.1199457036594601,2.176157766393066,60,2.176168912902894,2.1761682985283364
72,1.0708661417322833,0.15421410080092585,2.1761323113019575,60,2.1761180054634925,2.1761169916639163
73,1.196850393700787,0.42836750017338376,2.1761069008807934,60,2.1760672315127554,2.176059422582039
74,1.3228346456692908,0.702514511042941,2.176081534206187,60,2.1760165873734993,2.1759956202857813
75,1.4488188976377945,0.9766551495361682,2.1760562103700627,60,2.1759660694445704,2.175925612493759
76,1.5748031496063,1.2507894313306374,2.1760309284793253,60,2.1759156741989143,2.175849425675529
77,1.7007874015748037,1.524917371664127,2.1760056876555507,60,2.175865398181734,2.1757670850859103
78,1.8267716535433074,1.7990389853436364,2.1759804870346833,60,2.175815238008721,2.1756786147982794
79,1.952755905511811,2.073154286754139,2.1759553257667403,60,2.1757651903643103,2.175584037736798
80,2.078740157480315,2.347263289867143,2.175930203015527,60,2.1757152520000593,2.1754833757077834
81,2.2047244094488185,2.6213660082490495,2.175905117958362,60,2.1756654197330283,2.175376649430067
82,2.3307086614173222,2.895462455069303,2.1758800697858085,60,2.175615690444271,2.175263878564588
83,2.456692913385826,3.1695526431083616,2.175855057701417,60,2.1755660610773004,2.175145081742958
84,2.5826771653543297,3.443636584765479,2.175830080921473,60,2.175516528636732,2.175020276595528
85,2.708661417322835,3.717714292066316,2.1758051386747557,60,2.1754670901869524,2.174889479778659
86,2.834645669291339,3.9917857766703677,2.175780230202303,60,2.1754177428505947,2.1747527070006103
87,2.9606299212598426,4.265851049878254,2.1757553547571815,60,2.1753684838075102,2.174609973047918
88,3.0866141732283463,4.539910122638834,2.1757305116042716,60,2.175319310293462,2.1744612918102764
89,3.21259842519685,4.813963005556166,2.175705700020047,60,2.1752702195989175,2.174306676304922
90,3.3385826771653537,5.088009708896344,2.1756809192923767,60,2.175221209067886,2.174146138700377
91,3.4645669291338574,5.362050242594169,2.175656168720318,60,2.175172276096981,2.1739796903402526
92,3.590551181102363,5.636084616259713,2.175631447613931,60,2.175123418134295,2.173807341765788
93,3.7165354330708666,5.910112839184719,2.1756067552940843,60,2.175074632678289,2.173629102737741
94,3.8425196850393704,6.184134920348926,2.175582091092281,60,2.1750259172769937,2.1734449822587347
95,3.968503937007874,6.458150868426223,2.1755574543504785,60,2.174977269527063,2.1732549885945627
96,4.094488188976378,6.7321606917907335,2.1755328444209243,60,2.1749286870727897,2.173059129294705
97,4.2204724409448815,7.006164398522749,2.1755082606659886,60,2.1748801676053198,2.172857411213087
98,4.346456692913385,7.280161996414602,2.1754837024580107,60,2.174831708861845,2.1726498405282193
99,4.472440944881889,7.554153492976391,2.1754591691791427,60,2.1747833086247135,2.172436422762483
100,4.598425196850393,7.82813889544165,2.175434660221203,60,2.174734964720886,2.172217162802421
101,4.724409448818898,8.102118210772899,2.175410174985535,60,2.1746866750209746,2.1719920649167452
102,4.850393700787402,8.376091445667097,2.1753857128828655,60,2.174638437438653,2.1717611327755044
103,4.9763779527559056,8.65005860656106,2.1753612733331775,60,2.17459024993006,2.1715243694688446
104,5.102362204724409,8.924019699636728,2.175336855765575,60,2.1745421104929656,2.1712817775242303
105,5.228346456692913,9.197974730826399,2.1753124596181617,60,2.174494017166447,2.171033358925733
106,5.354330708661417,9.471923705817877,2.1752880843379216,60,2.1744459680299126,2.170779115129685
107,5.48031496062992,9.745866630059533,2.175263729380599,60,2.1743979612029003,2.1705190470839195
108,5.606299212598426,10.01980350876533,2.1752393942105925,60,2.1743499948445058,2.170253155244815
109,5.73228346456693,10.293734346919722,2.1752150783008397,60,2.1743020671523263,2.1699814395912522
110,5.858267716535433,10.567659149282559,2.1751907811327147,60,2.174254176362806,2.169703899646006
111,5.984251968503937,10.841577920393894,2.1751665021959314,60,2.1742063207501703,2.1694205344890154
112,6.110236220472441,11.115490664578708,2.1751422409884373,60,2.1741584986260607,2.1691313427742287
113,6.2362204724409445,11.389397385951632,2.175117997016327,60,2.174110708339274,2.1688363227468326
114,6.362204724409448,11.663298088421579,2.1750937697937456,60,2.1740629482752176,2.1685354722585455
115,6.488188976377952,11.937192775696328,2.1750695588428033,60,2.1740152168554587,2.168228788783182
116,6.614173228346456,12.211081451287068,2.1750453636934894,60,2.173967512537439,2.1679162694329985
117,6.740157480314961,12.484964118512897,2.175021183883591,60,2.1739198338141663,2.167597910974713
118,6.866141732283465,12.758840780505238,2.174997018958611,60,2.1738721792135616,2.1672737098429966
119,6.9921259842519685,13.032711440212287,2.174972868471696,60,2.1738245472984596,2.1669436621580456
120,7.118110236220472,13.306576100403337,2.174948731983557,60,2.173776936666055,2.1666077637392913
121,7.244094488188976,13.580434763673106,2.1749246090624017,60,2.1737293459480003,2.1662660101234312
122,7.37007874015748,13.854287432446034,2.1749004992838645,60,2.173681773808789,2.1659183965699196
123,7.496062992125983,14.12813410898051,2.1748764022309395,60,2.1736342189494016,2.1655649181047654
124,7.622047244094489,14.401974795373091,2.1748523174939147,60,2.1735866800939316,2.165205569437349
125,7.748031496062993,14.675809493562674,2.1748282446703144,60,2.1735391560376187,2.16484034534297
126,7.874015748031496,14.949638205334647,2.174804183364834,60,2.1734916454651763,2.164469239273039
127,8.0,15.223460932324981,2.174780133189283,60,2.1734441476291493,2.1640922487082133
