,scales,lacunarity
0,1,1.0364424442244087
1,2,1.0346356977109905
2,3,1.032961708167131
3,4,1.0313998866073903
4,5,1.0299405876822905
5,6,1.0285749334025944
6,7,1.027291772428821
7,8,1.026097471529115
8,9,1.0249874621369837
9,10,1.0239500201286562
10,11,1.022975774162338
11,12,1.0220596648530007
12,13,1.021199840167638
13,14,1.0203910467255768
14,15,1.0196277768536952
15,16,1.0189059627365966
16,17,1.018220378007554
17,18,1.0175681938148404
18,19,1.0169493850187445
19,20,1.0163614797359672
20,21,1.0158008388386741
21,22,1.0152654255412001
22,23,1.014752850203446
23,24,1.0142604941882771
24,25,1.0137860432812067
25,26,1.0133277475626916
26,27,1.0128836704741822
27,28,1.0124523628139925
28,29,1.0120326933998558
29,30,1.0116234536393336
30,31,1.0112238130182007
31,32,1.0108332021845179
32,33,1.0104510619443616
33,34,1.0100765772718419
34,35,1.0097093866037916
35,36,1.0093491445629426
36,37,1.0089957015974955
37,38,1.0086491319105602
38,39,1.0083090517868025
39,40,1.0079752560602184
40,41,1.0076475905745017
41,42,1.007325766333206
42,43,1.0070097958629127
43,44,1.006699732634686
44,45,1.0063957268502457
45,46,1.0060983892155562
46,47,1.0058086257059138
47,48,1.0055276412169114
48,49,1.00525571745895
49,50,1.0049924411128917
50,51,1.0047375782868009
51,52,1.004491151353196
52,53,1.0042532569815645
53,54,1.0040240254305324
54,55,1.0038039667211855
55,56,1.0035936406407981
56,58,1.0032033003101137
57,59,1.0030239796409526
58,60,1.0028558907412455
59,61,1.002699590310605
60,62,1.0025550982490594
61,63,1.0024223330256896
62,65,1.002191693566487
63,66,1.0020931142702527
64,67,1.0020049071385129
65,68,1.0019260981794267
66,70,1.001793453170211
67,71,1.001738217887568
68,72,1.0016894943571415
69,74,1.001608995992468
70,75,1.0015761503755767
71,77,1.0015235216539038
72,78,1.001503019067563
73,80,1.0014727560399581
74,81,1.0014627415902355
75,83,1.0014511072750674
76,84,1.0014484223471065
77,86,1.001446966279022
78,87,1.0014469907266375
79,89,1.0014460455272929
80,91,1.0014415354542463
81,93,1.0014314609796497
82,94,1.001423934392511
83,96,1.0014041164902923
84,98,1.001379389525385
85,100,1.0013508610175157
86,102,1.001319837789907
87,104,1.0012871051754924
88,106,1.0012529660160865
89,108,1.001217328753873
90,110,1.0011798831939134
91,112,1.0011401758330023
92,114,1.0010974544923785
93,116,1.0010513508107455
94,119,1.000975466274843
95,121,1.0009210686933308
96,123,1.0008644199151309
97,126,1.0007773308381662
98,128,1.0007203238946185
