,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,
6,7,
7,8,
8,9,
9,10,
10,11,
11,12,
12,13,
13,14,
14,15,
15,16,
16,17,
17,18,886692525.3802958
18,19,3491439.491120431
19,20,1091132.363825688
20,21,1101966.9386494143
21,22,2823101.9774096063
22,23,5783983.145526017
23,24,2357329.2904073833
24,25,976220.9392177667
25,26,343511.32827004313
26,27,171378.9171100821
27,28,128877.82733056982
28,29,138344.8465614491
29,30,224511.1008397248
30,31,768102.7723564757
31,32,16766524.957860136
32,33,
33,34,
34,35,
35,36,
36,37,
37,38,
38,39,
39,40,
40,41,
41,42,
42,43,446028.3835712528
43,44,101085.6692653966
44,45,52121.855319113914
45,46,45908.612131230344
46,47,47244.799810400655
47,48,45771.1908161611
48,49,46553.56372826326
49,50,61429.51193393601
50,51,67487.0561365044
51,52,51485.939713672764
52,53,47121.34520814371
53,54,47275.88326548992
54,55,36549.98740761074
55,56,24351.72104501793
56,58,13876.644607878296
57,59,13524.749807559758
58,60,14869.23848415693
59,61,14403.853329793552
60,62,13662.642589204715
61,63,12163.403625745212
62,65,9416.210824065894
63,66,8274.415456636982
64,67,7702.216594015588
65,68,7058.801755737425
66,70,7513.042597783657
67,71,6891.365112013064
68,72,6074.4455730272775
69,74,4584.401187671314
70,75,3798.938793986624
71,77,3155.3364144244906
72,78,3415.8667986572764
73,80,4246.351677931664
74,81,4538.548115439649
75,83,5073.910784830203
76,84,5620.481074027941
77,86,7277.520103282105
78,87,7228.818770254998
79,89,2993.4383811243047
80,91,1392.7160814787856
81,93,1047.7302236741552
82,94,892.1891413558942
83,96,687.7630232806209
84,98,512.9592615559383
85,100,577.6637818044337
86,102,840.3071581985563
87,104,1122.6888792805166
88,106,992.4949132559442
89,108,477.1972211383813
90,110,233.8309275108711
91,112,158.648803691918
92,114,150.32023003204452
93,116,157.7835536048157
94,119,183.0191410079331
95,121,139.63174615132252
96,123,128.48533373545095
97,126,121.33769187897374
98,128,124.08984730242076
