,scales,lacunarity
0,1,
1,2,30167835.446579173
2,3,9684656.563429607
3,4,4113710.314739756
4,5,2075025.2087894452
5,6,764683.3804122137
6,7,402460.48783927824
7,8,293172.6017677053
8,9,254417.7155209449
9,10,219954.42015619698
10,11,165703.36861752844
11,12,105618.90349532211
12,13,62360.84573151865
13,14,39508.72621386459
14,15,27666.2723580835
15,16,21924.00432104494
16,17,19311.31519342935
17,18,17163.39127654016
18,19,15323.052550016739
19,20,13843.319122173996
20,21,12735.747103366384
21,22,11540.593749446423
22,23,10050.589661171296
23,24,8496.951479132726
24,25,7039.709391996346
25,26,5742.90675743918
26,27,4668.0781604087115
27,28,3804.3745782691553
28,29,3093.8284467476865
29,30,2560.548046548574
30,31,2138.9932212096055
31,32,1828.3980436671627
32,33,1627.5685899381806
33,34,1503.704691384405
34,35,1429.6376223486482
35,36,1376.1506787556198
36,37,1351.7038021123199
37,38,1358.8866310312644
38,39,1374.5696990562835
39,40,1353.9529309392956
40,41,1247.1897851001172
41,42,1101.7006199879452
42,43,960.8771600859125
43,44,850.493684406162
44,45,750.8854762392145
45,46,656.797181950521
46,47,568.4390987346226
47,48,483.1275877147049
48,49,402.58818537247896
49,50,328.531088811497
50,51,264.96590399645316
51,52,214.68031368341528
52,53,176.15363412487085
53,54,147.90066636464908
54,55,128.42244457271616
55,56,115.15766250036083
56,58,98.30671330377177
57,59,91.62062656662499
58,60,85.03260123200896
59,61,79.37870644277477
60,62,74.33562767068072
61,63,68.4766417268199
62,65,56.50691322605474
63,66,51.29592402601243
64,67,46.814147072954185
65,68,43.493207125369636
66,70,37.01909151415319
67,71,34.42972267431697
68,72,32.486229055869025
69,74,30.424984717481596
70,75,29.99621459592931
71,77,28.930667886668612
72,78,29.08402251487469
73,80,29.64029350189682
74,81,29.83515136925809
75,83,29.613016306701383
76,84,29.02124845997792
77,86,27.595879014949823
78,87,26.755010202614876
79,89,24.840307988455628
80,91,24.056275013476967
81,93,25.70369454984428
82,94,26.809695054914155
83,96,29.533594627588904
84,98,32.03851469375394
85,100,31.71066580227869
86,102,26.04295917479802
87,104,21.426445160725855
88,106,16.759244876836345
89,108,11.650126107976336
90,110,7.7721472440841275
91,112,6.026860748763541
92,114,5.301721550584703
93,116,4.465247098384227
94,119,3.053781624069581
95,121,2.5233749972325445
96,123,2.8085166710467075
97,126,3.1919667485646612
98,128,2.535127688611714
