,pca,entropy,mean,std,skew,kurt,fd,common,mfs,lac
0,19,14.643687114042645,-1.6710814819220234e-15,5.157813741632587,-0.1072023037280415,3.7821555163991736,"[{'bin': 'no', 'fd': 2.7373608418912667}]",./data/face/feature/train/fake//19-0-common.csv,./data/face/feature/train/fake//19-0-mfs.csv,./data/face/feature/train/fake//19-0-lac.csv
