,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,591138443.713055
6,7,5462186.644793154
7,8,18568999.337934706
8,9,4742742.376459893
9,10,2310430.692351372
10,11,1304100.065203667
11,12,990785.2537252505
12,13,356471.7868140229
13,14,233979.8941585923
14,15,195115.54398526624
15,16,144055.31263965927
16,17,112050.16272434028
17,18,95004.99692809179
18,19,84900.63532634485
19,20,61072.252437190735
20,21,54320.24906844744
21,22,50756.67083149245
22,23,35349.367305235806
23,24,30961.83630351129
24,25,22338.529646599254
25,26,17197.83115090511
26,27,13195.27531406195
27,28,11448.402133480902
28,29,8797.396490789424
29,30,8720.699547140466
30,31,7156.963971417167
31,32,5275.618392832608
32,33,4292.824380909565
33,34,3439.9905709192208
34,35,3214.405699485442
35,36,2673.887775138586
36,37,2085.0583183370677
37,38,2427.2264258551836
38,39,2265.1008366752235
39,40,2700.812486577325
40,41,2840.7844641144507
41,42,2759.392657655462
42,43,2406.4010349069845
43,44,2432.960190903656
44,45,2834.4058823043747
45,46,2750.703472769635
46,47,3539.9887040156113
47,48,2971.627398828559
48,49,3487.337364905666
49,50,2632.8684192837227
50,51,2594.026053148101
51,52,2282.6674484245805
52,53,2123.7523536740778
53,54,1935.723140288896
54,55,1971.0054174866152
55,56,2315.85128079494
56,58,2567.2414938416437
57,59,3541.1172752393973
58,60,3295.271340980815
59,61,2804.206053800787
60,62,3024.663020296877
61,63,2914.137235747041
62,65,1734.6982552257152
63,66,1722.9274952770754
64,67,1462.742705775621
65,68,1116.677380414097
66,70,906.1532996446829
67,71,950.6823040553454
68,72,863.9353610276316
69,74,689.5150323093343
70,75,746.1546261684618
71,77,840.2997797707745
72,78,819.5193949338031
73,80,694.3616410377936
74,81,676.8285848174778
75,83,600.711347489066
76,84,602.5814695501425
77,86,582.6979063010212
78,87,548.587089632874
79,89,742.4000052122702
80,91,655.0878016344576
81,93,635.8533069132804
82,94,649.4378724169597
83,96,634.4745574483278
84,98,706.1303714964952
85,100,851.0266383542521
86,102,1809.7602397136839
87,104,2613.645779881834
88,106,992.1150477390132
89,108,1255.6707482881168
90,110,290.0472369446064
91,112,268.4887932994306
92,114,400.67425204243546
93,116,222.29837160994742
94,119,215.54487102857593
95,121,258.8956801642057
96,123,97.70332085318847
97,126,65.27166458753912
98,128,53.423654919017274
