,pca,entropy,mean,std,skew,kurt,fd,common,mfs,lac
0,10,14.643687114042645,-1.8176480969477424e-15,7.613687692742277,-0.17157856389988344,4.547202034306115,"[{'bin': 'no', 'fd': 2.6642507220293226}]",./data/face/feature/train/fake//10-0-common.csv,./data/face/feature/train/fake//10-0-mfs.csv,./data/face/feature/train/fake//10-0-lac.csv
