,q,t(q),d(q),n_points,a(q),f(a)
0,-8.0,-19.62840566894686,2.180933963216318,51,2.1819406735310007,2.1728802806988554
1,-7.874015748031496,-19.353517402752914,2.1809198847822717,51,2.1819105698520964,2.1731192149411314
2,-7.748031496062993,-19.07863292251379,2.1809058336266887,51,2.1818805714982026,2.173353533897796
3,-7.622047244094488,-18.803752214998394,2.1808918094107725,51,2.181850677559554,2.1735832710799023
4,-7.496062992125984,-18.52887526715634,2.1808778117969,51,2.181820886462707,2.1738084646957354
5,-7.3700787401574805,-18.254002066117447,2.1808638404486507,51,2.1817911968171115,2.174029150992908
6,-7.244094488188976,-17.979132599191193,2.1808498950308324,51,2.18176160718896,2.174245366011327
7,-7.118110236220472,-17.704266853866127,2.1808359752095035,51,2.1817321161617427,2.174457145124274
8,-6.9921259842519685,-17.429404817809278,2.1808220806519985,51,2.181702722320792,2.1746645231568102
9,-6.866141732283465,-17.154546478865505,2.180808211026946,51,2.181673424257263,2.174867534358942
10,-6.740157480314961,-16.87969182505687,2.1807943660042954,51,2.1816442205670428,2.1750662124160147
11,-6.6141732283464565,-16.604840844581936,2.180780545255332,51,2.1816151098520926,2.175260590442111
12,-6.488188976377953,-16.329993525815084,2.180766748452698,51,2.181586090719657,2.1754507009883337
13,-6.362204724409449,-16.055149857305775,2.18075297527041,51,2.181557161782947,2.1756365760410414
14,-6.2362204724409445,-15.78030982777781,2.180739225383876,51,2.1815283216611165,2.1758182470250205
15,-6.110236220472441,-15.505473426128587,2.1807254984699123,51,2.181499568979315,2.17599574480616
16,-5.984251968503937,-15.230640641428293,2.180711794206757,51,2.181470902369369,2.176169099690336
17,-5.858267716535433,-14.95581146291911,2.180698112274084,51,2.181442320468948,2.1763383414317286
18,-5.73228346456693,-14.680985880014422,2.1806844523530193,51,2.18141382192264,2.176503499229522
19,-5.606299212598425,-14.406163882297953,2.18067081412615,51,2.181385405381673,2.176664601732984
20,-5.480314960629921,-14.131345459522962,2.180657197277541,51,2.1813570695036963,2.1768216770460107
21,-5.354330708661418,-13.856530601611325,2.1806436014927364,51,2.181328812953809,2.1769747527247887
22,-5.228346456692913,-13.581719298652718,2.1806300264587803,51,2.1813006344036237,2.1771238557865296
23,-5.102362204724409,-13.30691154090371,2.180616471864221,51,2.181272532531861,2.1772690127096475
24,-4.9763779527559056,-13.032107318786862,2.180602937399119,51,2.1812445060247043,2.1774102494355763
25,-4.850393700787402,-12.757306622889816,2.1805894227550557,51,2.1812165535752412,2.1775475913752587
26,-4.724409448818898,-12.482509443964402,2.180575927625143,51,2.1811886738840927,2.177681063409633
27,-4.5984251968503935,-12.207715772925683,2.180562451704025,51,2.181160865659252,2.1778106898941623
28,-4.47244094488189,-11.932925600851043,2.1805489946878884,51,2.1811331276158685,2.177936494663536
29,-4.346456692913386,-11.65813891897923,2.1805355562744655,51,2.181105458477118,2.1780585010314404
30,-4.2204724409448815,-11.383355718709405,2.1805221361630385,51,2.181077856973333,2.178176731798331
31,-4.094488188976378,-11.108575991600212,2.1805087340544467,51,2.1810503218424944,2.1782912092529916
32,-3.968503937007874,-10.833799729368772,2.180495349651084,51,2.1810228518305403,2.178401955175131
33,-3.8425196850393704,-10.559026923889752,2.1804819826569077,51,2.1809954456907445,2.1785089908418502
34,-3.7165354330708666,-10.284257567194372,2.1804686327774374,51,2.1809681021843925,2.1786123370287545
35,-3.590551181102362,-10.009491651469435,2.180455299719757,51,2.180940820080388,2.178712014015444
36,-3.4645669291338583,-9.734729169056365,2.180441983192519,51,2.180913598155378,2.1788080415889137
37,-3.3385826771653546,-9.459970112450184,2.1804286829059407,51,2.1808864351940054,2.1789004390465756
38,-3.21259842519685,-9.185214474298565,2.180415398571809,51,2.1808593299886345,2.17898922520122
39,-3.0866141732283463,-8.91046224740082,2.1804021299034764,51,2.1808322813394563,2.1790744183845465
40,-2.9606299212598426,-8.63571342470692,2.1803888766158623,51,2.180805288054624,2.17915603645071
41,-2.834645669291339,-8.360967999316498,2.1803756384254522,51,2.180778348950014,2.179234096781025
42,-2.708661417322835,-8.086225964477872,2.1803624150502965,51,2.1807514628494937,2.1793086162871163
43,-2.5826771653543306,-7.811487313587035,2.180349206210008,51,2.1807246285848,2.1793796114152686
44,-2.456692913385827,-7.536752040186679,2.180336011625759,51,2.1806978449954046,2.1794470981507237
45,-2.330708661417323,-7.262020137965186,2.18032283102028,51,2.180671110928857,2.1795110920207623
46,-2.2047244094488185,-6.987291600755652,2.1803096641178574,51,2.180644425240425,2.1795716080995975
47,-2.078740157480315,-6.7125664225348975,2.1802965106443275,51,2.180617786793202,2.1796286610120212
48,-1.952755905511811,-6.437844597422468,2.180283370327076,51,2.180591194458236,2.179682264937094
49,-1.8267716535433074,-6.16312611967966,2.1802702428950327,51,2.1805646471142683,2.1797324336126493
50,-1.7007874015748037,-5.888410983708526,2.1802571280786665,51,2.18053814364794,2.1797791803388
51,-1.574803149606299,-5.613699184050903,2.180244025609984,51,2.1805116829536746,2.1798225179821245
52,-1.4488188976377954,-5.33899071538743,2.1802309352225198,51,2.1804852639334937,2.1798624589798483
53,-1.3228346456692917,-5.064285572536572,2.1802178566513373,51,2.1804588854973677,2.179899015343203
54,-1.196850393700787,-4.789583750453639,2.180204789633019,51,2.1804325465628853,2.1799321986618403
55,-1.0708661417322833,-4.514885244229836,2.1801917339056622,51,2.1804062460552425,2.179962020107687
56,-0.9448818897637796,-4.240190049091279,2.180178689208876,51,2.1803799829073967,2.17998849043862
57,-0.8188976377952759,-3.9654981603980404,2.180165655283771,51,2.1803537560598394,2.1800116200025808
58,-0.6929133858267722,-3.690809573643196,2.1801526318729567,51,2.180327564460714,2.1800314187412826
59,-0.5669291338582676,-3.4161242844518593,2.1801396187205335,51,2.180301407065696,2.180047896194142
60,-0.4409448818897639,-3.141442288580251,2.1801266155720866,51,2.18027528283789,2.180061061502126
61,-0.31496062992126017,-2.866763581914737,2.1801136221746797,51,2.180249190747987,2.1800709234114333
62,-0.18897637795275557,-2.5920881604708983,2.1801006382768486,51,2.180223129774081,2.180077490277372
63,-0.06299212598425186,-2.3174160203925984,2.180087663628593,51,2.180197098901615,2.1800807700680873
64,0.06299212598425186,-2.0427471579510477,2.18007469798137,51,2.1801710971234343,2.1800807703682716
65,0.18897637795275557,-1.7680815695438834,2.1800617410880885,51,2.180145123439699,2.180077498382881
66,0.3149606299212593,-1.4934192516942495,2.180048792703098,51,2.180119176857806,2.1800709609408013
67,0.440944881889763,-1.218760201049886,2.1800358525821872,51,2.180093256392409,2.1800611644985057
68,0.5669291338582667,-0.9441044143822177,2.1800229204825703,51,2.1800673610653387,2.1800481151436673
69,0.6929133858267722,-0.6694518885854509,2.1800099961628825,51,2.180041489905538,2.180031818598738
70,0.8188976377952759,-0.39480262067569216,2.1799970793831736,51,2.1800156419490775,2.1800122802245436
71,0.9448818897637796,-0.12015660779003343,2.179984169904896,51,2.179989816239051,2.1799895050237827
72,1.0708661417322833,0.15448615281431557,2.1799712674909015,51,2.179964011825551,2.179963497644542
73,1.196850393700787,0.42912566376091105,2.179958371905432,51,2.179938227765633,2.1799342623837825
74,1.3228346456692908,0.7037619275549475,2.1799454829141096,51,2.179912463123241,2.1799018031907558
75,1.4488188976377945,0.9783949465841241,2.179932600283929,51,2.1798867169691825,2.1798661236704375
76,1.5748031496063,1.2530247231195095,2.1799197237832533,51,2.1798609883810847,2.179827227086925
77,1.7007874015748037,1.527651259316382,2.179906853181802,51,2.179835276443314,2.1797851163667366
78,1.8267716535433074,1.8022745572151002,2.1798939882506443,51,2.179809580246951,2.179739794102165
79,1.952755905511811,2.0768946187419295,2.17988112876219,51,2.1797838988897524,2.1796912625545954
80,2.078740157480315,2.3515114457098836,2.1798682744901843,51,2.1797582314760824,2.1796395236577206
81,2.2047244094488185,2.6261250398195544,2.179855425209696,51,2.1797325771168765,2.1795845790208026
82,2.3307086614173222,2.900735402659937,2.1798425806971133,51,2.1797069349295883,2.1795264299318577
83,2.456692913385826,3.1753425357092464,2.1798297407301326,51,2.17968130403811,2.179465077360754
84,2.5826771653543297,3.44994644033573,2.179816905087751,51,2.179655683572797,2.1794005219625148
85,2.708661417322835,3.724547117798477,2.17980407355026,51,2.1796300726704074,2.1793327640804225
86,2.834645669291339,3.9991445692482075,2.1797912458992372,51,2.179604470473919,2.179261803748729
87,2.9606299212598426,4.2737387957280815,2.1797784219175353,51,2.179578876132676,2.1791876406962194
88,3.0866141732283463,4.548329798174481,2.17976560138928,51,2.1795532888022664,2.17911027434905
89,3.21259842519685,4.822917577417789,2.179752784099855,51,2.179527707644418,2.179029703833569
90,3.3385826771653537,5.097502134183169,2.179739969835901,51,2.1795021318269927,2.178945927979388
91,3.4645669291338574,5.372083469091337,2.1797271583853037,51,2.1794765605239848,2.1788589453224665
92,3.590551181102363,5.64666158265933,2.1797143495371873,51,2.1794509929155224,2.1787687541082166
93,3.7165354330708666,5.921236475301252,2.1797015430819098,51,2.1794254281875123,2.1786753522932836
94,3.8425196850393704,6.195808147329042,2.179688738811048,51,2.179399865532005,2.178578737549844
95,3.968503937007874,6.470376598953221,2.179675936517398,51,2.179374304146986,2.1784789072678894
96,4.094488188976378,6.744941830283631,2.1796631359949648,51,2.1793487432362184,2.178375858557578
97,4.2204724409448815,7.019503841330176,2.1796503370389546,51,2.1793231820093717,2.178269588252684
98,4.346456692913385,7.294062632003549,2.1796375394457668,51,2.1792976196818747,2.178160092912944
99,4.472440944881889,7.56861820211597,2.17962474301299,51,2.1792720554749208,2.1780473688269817
100,4.598425196850393,7.843170551381902,2.1796119475393914,51,2.1792464886154503,2.177931412015128
101,4.724409448818898,8.117719679418773,2.1795991528249132,51,2.1792209183361337,2.177812218232253
102,4.850393700787402,8.39226558574768,2.179586358670665,51,2.1791953438751115,2.177689782969397
103,4.9763779527559056,8.66680826979411,2.1795735648789147,51,2.179169764476244,2.177564101457749
104,5.102362204724409,8.94134773088864,2.1795607712530853,51,2.179144179389012,2.1774351686710425
105,5.228346456692913,9.215883968267633,2.1795479775977458,51,2.1791185878684356,2.1773029793279672
106,5.354330708661417,9.490416981073944,2.179535183718609,51,2.1790929891748396,2.177167527893701
107,5.48031496062992,9.764946768357586,2.1795223894225195,51,2.179067382574212,2.177028808584552
108,5.606299212598426,10.039473329076458,2.179509594517453,51,2.179041767338056,2.1768868153699685
