,pca,entropy,mean,std,skew,kurt,fd,common,mfs,lac
0,17,14.643687114042645,-1.7299301985611377e-15,5.572887157961743,-0.1033994339883614,4.033651226585452,"[{'bin': 'no', 'fd': 2.700710873690044}]",./data/face/feature/train/fake//17-0-common.csv,./data/face/feature/train/fake//17-0-mfs.csv,./data/face/feature/train/fake//17-0-lac.csv
