,q,t(q),d(q),n_points,a(q),f(a)
0,-8.0,-19.642619272976106,2.1825132525529005,51,2.185527129666782,2.158402235641848
1,-7.874015748031496,-19.36728328319423,2.1824711419393674,51,2.185431806914417,2.159158819301183
2,-7.748031496062993,-19.09195926523857,2.182429186935462,51,2.1853370769256553,2.1598987637043585
3,-7.622047244094488,-18.81664714463659,2.182387385724974,51,2.185242934786745,2.1606222558683292
4,-7.496062992125984,-18.54134684789239,2.182345736498919,51,2.185149371983168,2.161329508302032
5,-7.3700787401574805,-18.266058302487217,2.1823042374561394,51,2.185056380962566,2.162020723109567
6,-7.244094488188976,-17.990781436879136,2.1822628868038687,51,2.184963953919779,2.162696101397273
7,-7.118110236220472,-17.71551618050211,2.182221682758262,51,2.184872083128679,2.163355840751514
8,-6.9921259842519685,-17.440262463764395,2.1821806235449044,51,2.184780760860173,2.164000135860192
9,-6.866141732283465,-17.165020218046287,2.1821397073992777,51,2.1846899794098533,2.1646291783187888
10,-6.740157480314961,-16.889789375697376,2.182098932567209,51,2.1845997310963905,2.165243156653986
11,-6.6141732283464565,-16.61456987003314,2.182058297305283,51,2.1845100082676954,2.1658422562940522
12,-6.488188976377953,-16.33936163533114,2.1820177998812356,51,2.1844208033039045,2.1664266595640758
13,-6.362204724409449,-16.064164606826626,2.181977438574312,51,2.1843321086217844,2.1669965456738556
14,-6.2362204724409445,-15.788978720707778,2.1819372116756126,51,2.1842439166776626,2.1675520907179457
15,-6.110236220472441,-15.513803914110474,2.1818971174884054,51,2.184156219970932,2.1680934676739145
16,-5.984251968503937,-15.238640125112664,2.1818571543284198,51,2.184069011047262,2.1686208464046395
17,-5.858267716535433,-14.963487292728388,2.1818173205241163,51,2.1839822825009856,2.1691343936674947
18,-5.73228346456693,-14.688345356901452,2.1817776144169407,51,2.1838960269782413,2.1696342731206677
19,-5.606299212598425,-14.413214258498758,2.1817380343615524,51,2.1838102371790487,2.1701206453374784
20,-5.480314960629921,-14.138093939303385,2.1816985787260386,51,2.1837249058596018,2.1705936678208424
21,-5.354330708661418,-13.862984342007321,2.181659245892106,51,2.183640025834816,2.1710534950177536
22,-5.228346456692913,-13.58788541020402,2.18162003425526,51,2.1835555899797012,2.1715002783416466
23,-5.102362204724409,-13.31279708838066,2.18158094222496,51,2.183471591231315,2.1719341661925338
24,-4.9763779527559056,-13.037719321910243,2.1815419682247708,51,2.183388022590604,2.1723553039790495
25,-4.850393700787402,-12.762652057043448,2.181503110692487,51,2.183304877123674,2.1727638341443676
26,-4.724409448818898,-12.48759524090033,2.18146436808025,51,2.1832221479632286,2.1731598961921623
27,-4.5984251968503935,-12.212548821461866,2.181425738854651,51,2.1831398283098093,2.1735436267143964
28,-4.47244094488189,-11.937512747561323,2.1813872214968173,51,2.1830579114327024,2.1739151594213624
29,-4.346456692913386,-11.662486968875534,2.181348814502493,51,2.182976390671381,2.1742746251700034
30,-4.2204724409448815,-11.387471435916002,2.1813105163821,51,2.1828952594359574,2.1746221519973155
31,-4.094488188976378,-11.112466100019965,2.181272325660797,51,2.1828145112080657,2.1749578651522956
32,-3.968503937007874,-10.837470913341305,2.1812342408785192,51,2.1827341395418185,2.1752818871281026
33,-3.8425196850393704,-10.562485828841416,2.1811962605900157,51,2.1826541380639095,2.175594337698204
34,-3.7165354330708666,-10.287510800280002,2.181158383364875,51,2.1825745004747223,2.1758953339487483
35,-3.590551181102362,-10.01254578220578,2.181120607787537,51,2.1824952205482036,2.176184990316168
36,-3.4645669291338583,-9.737590729947199,2.181082932457309,51,2.182416292132424,2.176463418622265
37,-3.3385826771653546,-9.462645599603029,2.1810453559883567,51,2.1823377091501377,2.1767307281096553
38,-3.21259842519685,-9.18771034803301,2.1810078770097054,51,2.182259465598567,2.176987025480134
39,-3.0866141732283463,-8.912784932848423,2.180970494165221,51,2.182181555549672,2.177232414931326
40,-2.9606299212598426,-8.63786931240266,2.180933206113594,51,2.182103973150462,2.1774669981934185
41,-2.834645669291339,-8.362963445781787,2.18089601152831,51,2.182026712622757,2.1776908745676726
42,-2.708661417322835,-8.08806729279511,2.1808589090976196,51,2.181949768263303,2.1779041409637996
43,-2.5826771653543306,-7.813180813965731,2.180821897524501,51,2.1818731344438027,2.1781068919376425
44,-2.456692913385827,-7.5383039705211425,2.1807849755266173,51,2.1817968056103925,2.178299219730257
45,-2.330708661417323,-7.26343672438381,2.1807481418362737,51,2.1817207762841204,2.178481214304285
46,-2.2047244094488185,-6.988579038161783,2.18071139520036,51,2.181645041060324,2.178652963383116
47,-2.078740157480315,-6.71373087513935,2.180674734380301,51,2.1815695946083347,2.178814552488954
