,pca,entropy,mean,std,skew,kurt,fd,common,mfs,lac
0,8,14.643687114042645,-1.6655297162013522e-15,8.618526042176853,-0.18262767439419456,4.405880907035993,"[{'bin': 'no', 'fd': 2.6524583293191655}]",./data/face/feature/train/fake//8-0-common.csv,./data/face/feature/train/fake//8-0-mfs.csv,./data/face/feature/train/fake//8-0-lac.csv
