,scales,lacunarity
0,1,
1,2,
2,3,
3,4,
4,5,
5,6,
6,7,20922953.53932761
7,8,
8,9,47738312.73458231
9,10,136980266.37986827
10,11,45400323.10003343
11,12,41681565.84214098
12,13,2182185.2889367975
13,14,917111.43641574
14,15,579294.5559780947
15,16,433811.8459572918
16,17,299401.30698631774
17,18,151862.81387396727
18,19,147277.93922949838
19,20,117386.29355169038
20,21,99626.00841779652
21,22,95961.2424710045
22,23,56440.3575236837
23,24,52570.62205392503
24,25,25082.49051096876
25,26,20934.00197478382
26,27,14000.012689563642
27,28,10430.536433022695
28,29,8159.624510534049
29,30,8520.181686093372
30,31,6836.964678640025
31,32,5237.098011032205
32,33,3728.675294910375
33,34,3081.536957040199
34,35,2981.450365495626
35,36,2371.8936342060993
36,37,1790.860691937154
37,38,1813.2509110270594
38,39,1707.5603657862605
39,40,1909.9644390371832
40,41,2221.815481638398
41,42,2001.633529084043
42,43,1939.1683875877907
43,44,1714.857571829892
44,45,1753.3567968807504
45,46,1685.2488622370515
46,47,1999.1291443372581
47,48,1982.1362698010594
48,49,2044.14153840475
49,50,1760.7915699978496
50,51,1692.323955974235
51,52,1632.907800084758
52,53,1482.1947647990316
53,54,1218.8369607611355
54,55,1263.0234558521668
55,56,1202.6201093629036
56,58,1342.150259709363
57,59,1323.992525392517
58,60,1281.7807562936816
59,61,1263.0525431856468
60,62,1426.2214590161188
61,63,1572.6715891320557
62,65,1305.9446127090835
63,66,1213.9984823320833
64,67,1158.0807583652777
65,68,952.8420923180645
66,70,755.4715693466197
67,71,808.3554967167794
68,72,830.3096303533873
69,74,598.7136936907256
70,75,668.7898445248993
71,77,695.6940615759969
72,78,606.192557049048
73,80,481.0960984815924
74,81,409.19261136449927
75,83,311.2755359620716
76,84,283.9843703967698
77,86,309.87342796010876
78,87,328.522903329647
79,89,457.9867644741333
80,91,462.73590537950486
81,93,490.13451867928103
82,94,513.437650160064
83,96,504.25176302651994
84,98,405.8426863426332
85,100,483.2810621229495
86,102,1123.1875936250183
87,104,1316.775241533653
88,106,917.1661528423873
89,108,1698.3111505608513
90,110,357.25037355761395
91,112,244.04195292357014
92,114,175.8210823397088
93,116,89.44973042631057
94,119,126.99123099269525
95,121,259.630729880359
96,123,124.77876694447373
97,126,31.63023326041608
98,128,30.122772268302043
