,pca,entropy,mean,std,skew,kurt,fd,common,mfs,lac
0,102,14.643687114042645,-1.4268037902124917e-15,0.648812352581049,-0.0032830434499682326,0.5656655617392992,"[{'bin': 'no', 'fd': 2.905089873065586}]",./data/face/feature/train/fake//102-0-common.csv,./data/face/feature/train/fake//102-0-mfs.csv,./data/face/feature/train/fake//102-0-lac.csv
