,pca,entropy,mean,std,skew,kurt,fd,common,mfs,lac
0,45,14.643687114042645,-1.596410232978996e-15,2.5632541837092804,-0.03151687544905385,0.8743631523201754,"[{'bin': 'no', 'fd': 2.8659632469992924}]",./data/face/feature/train/fake//45-0-common.csv,./data/face/feature/train/fake//45-0-mfs.csv,./data/face/feature/train/fake//45-0-lac.csv
