,pca,entropy,mean,std,skew,kurt,fd,common,mfs,lac
0,20,14.643687114042645,-1.6089017058505061e-15,4.976870376606073,-0.08591790940308437,3.3771716795523465,"[{'bin': 'no', 'fd': 2.738629010883498}]",./data/face/feature/train/fake//20-0-common.csv,./data/face/feature/train/fake//20-0-mfs.csv,./data/face/feature/train/fake//20-0-lac.csv
